date,temperature_max,temperature_min,precipitation_sum,windspeed_max,weather_code
2010-01-01,1.8,-2.4,0.0,18.3,2
2010-01-02,4.0,-3.9,0.0,13.8,2
2010-01-03,1.7,-2.3,0.0,16.1,3
2010-01-04,-0.7,-5.0,0.0,10.2,3
2010-01-05,1.8,-4.8,2.2,13.9,73
2010-01-06,0.5,-4.2,7.9,27.6,75
2010-01-07,-3.2,-7.1,0.0,18.5,0
2010-01-08,-1.7,-6.4,0.0,20.9,2
2010-01-09,-1.9,-5.2,0.0,23.6,3
2010-01-10,1.3,-3.5,0.0,21.3,71
2010-01-11,0.7,-1.2,1.0,12.9,71
2010-01-12,1.7,-1.2,2.1,25.4,73
2010-01-13,0.7,-0.4,6.0,18.4,73
2010-01-14,2.0,-0.9,0.0,7.4,3
2010-01-15,8.6,0.4,2.6,25.8,61
2010-01-16,10.3,5.1,12.7,33.0,61
2010-01-17,8.6,3.9,0.0,17.6,1
2010-01-18,9.0,2.7,0.0,13.0,3
2010-01-19,7.1,2.5,0.0,24.1,3
2010-01-20,4.6,1.4,10.0,22.5,73
2010-01-21,7.3,0.2,0.7,22.4,51
2010-01-22,9.2,5.0,18.0,24.0,61
2010-01-23,5.1,1.0,0.0,12.6,3
2010-01-24,5.7,-0.1,0.0,15.1,3
2010-01-25,4.9,-0.1,0.0,20.4,3
2010-01-26,2.7,-1.3,0.0,16.1,3
2010-01-27,7.2,-2.3,0.0,19.4,3
2010-01-28,7.4,3.7,0.2,18.6,51
2010-01-29,6.8,-0.2,4.6,24.6,53
2010-01-30,3.2,-3.3,0.0,13.4,3
2010-01-31,4.0,-4.1,0.0,12.2,3
2010-02-01,5.5,-1.0,0.0,15.1,3
2010-02-02,8.6,2.1,3.6,30.7,53
2010-02-03,8.0,2.1,5.6,20.2,71
2010-02-04,8.6,6.2,1.2,22.5,51
2010-02-05,9.6,4.3,2.8,19.2,55
2010-02-06,6.8,4.3,0.1,20.0,51
2010-02-07,4.8,2.6,0.0,11.5,3
2010-02-08,3.7,1.2,0.0,26.2,3
2010-02-09,4.9,0.5,0.1,25.1,51
2010-02-10,3.5,-1.4,0.0,23.0,3
2010-02-11,3.2,-2.3,0.0,24.1,3
2010-02-12,4.9,-1.3,0.1,20.9,51
2010-02-13,4.3,0.8,0.0,19.5,3
2010-02-14,5.8,-0.0,0.0,15.9,3
2010-02-15,6.4,1.2,2.0,16.8,53
2010-02-16,6.4,0.2,6.5,17.4,53
2010-02-17,5.8,-0.2,6.3,11.5,73
2010-02-18,4.2,-2.0,5.5,21.3,73
2010-02-19,5.4,-1.8,0.6,14.8,71
2010-02-20,5.2,-3.2,0.7,10.0,51
2010-02-21,6.7,-2.0,2.8,16.3,73
2010-02-22,5.1,0.5,2.5,27.3,71
2010-02-23,4.6,-0.7,2.9,21.6,53
2010-02-24,10.2,4.2,1.5,16.1,53
2010-02-25,8.6,2.1,5.5,23.1,53
2010-02-26,7.3,3.1,2.8,36.8,53
2010-02-27,9.9,2.5,5.6,17.4,61
2010-02-28,6.9,2.3,5.7,20.2,55
2010-03-01,8.9,-1.3,0.0,10.7,3
2010-03-02,8.7,-1.9,0.0,13.4,3
2010-03-03,6.4,1.7,0.0,20.5,3
2010-03-04,7.2,0.1,0.0,24.3,3
2010-03-05,7.8,-3.4,0.0,11.0,3
2010-03-06,7.2,0.5,0.0,18.7,3
2010-03-07,3.9,-3.3,0.0,16.8,2
2010-03-08,5.4,-3.4,0.0,18.9,3
2010-03-09,6.8,0.4,0.0,20.4,3
2010-03-10,5.6,2.5,0.0,22.1,3
2010-03-11,6.3,-0.1,0.0,18.3,3
2010-03-12,9.0,-2.1,0.7,19.2,51
2010-03-13,9.3,-0.2,0.0,12.6,3
2010-03-14,10.1,2.3,0.0,19.3,2
2010-03-15,10.1,-0.3,0.0,18.8,2
2010-03-16,9.9,-1.4,0.0,19.4,3
2010-03-17,12.8,4.1,0.0,18.4,3
2010-03-18,13.7,6.9,1.6,27.1,53
2010-03-19,10.9,8.1,4.5,23.0,55
2010-03-20,11.0,7.7,8.3,24.0,55
2010-03-21,11.5,4.0,0.2,16.5,51
2010-03-22,10.4,4.8,1.6,31.7,53
2010-03-23,10.2,0.5,2.7,24.3,53
2010-03-24,13.4,8.3,3.6,18.8,53
2010-03-25,11.6,7.5,7.6,29.5,55
2010-03-26,11.2,6.3,6.2,26.1,55
2010-03-27,11.6,5.9,0.6,21.1,51
2010-03-28,11.2,6.2,1.5,18.2,53
2010-03-29,11.6,7.3,4.9,23.7,55
2010-03-30,9.6,4.5,5.9,35.1,61
2010-03-31,6.6,2.5,5.2,34.2,53
2010-04-01,8.7,1.6,3.9,25.8,53
2010-04-02,10.0,4.1,6.6,25.8,61
2010-04-03,9.0,3.3,5.6,15.7,61
2010-04-04,9.2,3.2,0.6,21.6,51
2010-04-05,11.9,4.7,1.3,31.7,51
2010-04-06,13.4,6.3,0.0,26.9,3
2010-04-07,12.6,5.9,0.7,18.0,51
2010-04-08,14.4,1.7,0.0,10.0,3
2010-04-09,15.7,5.1,0.0,7.8,3
2010-04-10,17.1,3.9,0.0,9.9,3
2010-04-11,12.2,5.9,0.0,20.2,3
2010-04-12,12.1,4.6,0.0,21.4,3
2010-04-13,13.0,3.2,0.0,20.4,3
2010-04-14,10.6,4.9,0.0,21.9,3
2010-04-15,12.1,3.5,0.0,19.7,3
2010-04-16,11.4,5.2,0.0,22.7,3
2010-04-17,14.2,1.7,0.0,10.5,0
2010-04-18,15.2,4.3,0.0,9.6,3
2010-04-19,14.7,5.6,0.0,12.6,3
2010-04-20,12.2,2.6,0.0,13.5,3
2010-04-21,10.5,1.0,0.0,16.3,3
2010-04-22,12.8,2.9,0.0,8.9,3
2010-04-23,14.7,2.8,0.0,9.7,3
2010-04-24,17.9,2.1,0.0,17.6,3
2010-04-25,15.0,8.3,5.8,20.0,61
2010-04-26,15.4,9.0,0.3,20.6,51
2010-04-27,16.9,6.1,0.0,17.4,3
2010-04-28,18.6,8.6,0.3,21.1,51
2010-04-29,14.4,9.9,5.8,15.2,55
2010-04-30,13.4,7.7,3.1,26.6,61
2010-05-01,13.9,8.2,6.3,13.0,61
2010-05-02,11.3,6.0,20.5,28.3,63
2010-05-03,10.9,3.1,1.3,25.3,53
2010-05-04,11.5,3.0,0.0,20.6,3
2010-05-05,13.7,5.1,0.0,11.4,3
2010-05-06,13.2,9.1,1.8,16.0,53
2010-05-07,12.1,5.8,0.9,22.0,51
2010-05-08,9.6,6.0,1.9,25.0,51
2010-05-09,11.4,5.8,0.2,21.3,51
2010-05-10,12.1,5.6,0.0,18.4,3
2010-05-11,10.6,5.2,1.2,13.6,51
2010-05-12,10.9,1.9,1.4,8.6,53
2010-05-13,11.8,1.7,0.0,15.4,3
2010-05-14,11.0,5.9,0.1,18.8,51
2010-05-15,14.3,6.7,0.0,15.5,3
2010-05-16,13.3,5.9,3.7,17.9,55
2010-05-17,14.6,5.0,0.3,13.1,51
2010-05-18,16.9,5.9,0.0,11.7,3
2010-05-19,14.3,9.4,0.0,13.2,3
2010-05-20,19.3,12.0,0.4,7.2,51
2010-05-21,22.5,11.7,0.1,8.3,51
2010-05-22,22.9,11.0,0.0,12.1,3
2010-05-23,24.2,9.7,0.0,9.7,0
2010-05-24,24.3,10.4,0.0,10.7,1
2010-05-25,19.4,11.6,0.0,17.6,3
2010-05-26,16.4,10.7,1.2,16.7,51
2010-05-27,14.6,9.1,1.4,17.2,53
2010-05-28,15.2,8.8,0.0,17.8,3
2010-05-29,16.6,9.3,9.4,27.3,61
2010-05-30,16.6,10.5,0.0,21.1,3
2010-05-31,16.3,8.2,0.0,14.6,3
2010-06-01,14.4,11.2,8.5,13.9,61
2010-06-02,18.7,8.3,0.0,8.7,3
2010-06-03,21.5,11.1,0.0,14.1,2
2010-06-04,23.3,10.8,0.3,15.1,51
2010-06-05,23.1,11.1,0.1,11.9,51
2010-06-06,19.7,13.5,0.0,20.5,3
2010-06-07,15.4,11.3,4.8,17.7,53
2010-06-08,17.7,11.9,15.7,18.4,63
2010-06-09,19.5,11.9,3.2,12.7,55
2010-06-10,18.0,13.5,0.2,31.3,51
2010-06-11,18.1,11.5,0.0,24.2,3
2010-06-12,18.0,10.3,0.0,18.2,3
2010-06-13,17.2,12.1,2.1,22.1,53
2010-06-14,18.0,11.4,2.7,27.1,51
2010-06-15,15.7,8.8,0.0,22.6,3
2010-06-16,19.3,8.0,0.0,19.3,0
2010-06-17,20.8,7.9,0.0,16.7,0
2010-06-18,17.8,10.0,3.1,12.5,53
2010-06-19,15.1,9.6,0.0,17.3,3
2010-06-20,19.2,7.5,0.0,12.2,3
2010-06-21,21.2,9.4,0.0,12.8,3
2010-06-22,21.1,10.9,0.0,15.2,2
2010-06-23,21.4,11.0,0.0,15.7,3
2010-06-24,20.5,13.0,0.2,15.6,51
2010-06-25,22.9,10.5,0.0,9.0,3
2010-06-26,25.5,13.9,0.0,8.7,1
2010-06-27,23.4,13.3,0.0,17.2,3
2010-06-28,23.2,12.5,0.0,21.2,3
2010-06-29,23.7,16.2,0.4,19.4,51
2010-06-30,22.0,14.9,0.2,12.1,51
2010-07-01,23.3,14.7,0.0,24.3,3
2010-07-02,21.1,15.7,4.2,18.2,55
2010-07-03,20.4,12.8,0.0,17.1,3
2010-07-04,19.2,12.5,0.0,27.8,3
2010-07-05,19.3,13.1,0.0,19.2,3
2010-07-06,19.7,11.3,0.0,18.9,3
2010-07-07,21.7,15.2,0.1,24.2,51
2010-07-08,21.8,14.5,0.0,13.6,3
2010-07-09,23.7,12.9,0.0,19.3,3
2010-07-10,22.6,16.0,0.0,21.1,3
2010-07-11,20.2,16.3,0.3,21.9,51
2010-07-12,20.6,14.8,2.6,13.1,53
2010-07-13,18.6,14.2,4.5,18.4,55
2010-07-14,20.0,14.8,5.2,27.1,63
2010-07-15,19.4,14.3,7.4,38.8,61
2010-07-16,19.3,12.5,4.4,32.6,55
2010-07-17,18.2,11.9,0.1,23.3,51
2010-07-18,19.9,12.7,0.0,23.2,3
2010-07-19,24.0,13.6,0.8,20.6,53
2010-07-20,20.7,15.2,5.9,17.8,61
2010-07-21,19.5,13.8,1.6,19.4,53
2010-07-22,19.7,12.0,10.2,13.5,63
2010-07-23,19.5,13.0,0.1,14.2,51
2010-07-24,19.1,12.0,0.1,15.8,51
2010-07-25,22.2,15.9,0.0,16.5,3
2010-07-26,22.7,15.2,0.6,18.5,51
2010-07-27,21.3,16.1,0.8,21.9,51
2010-07-28,19.6,14.3,0.0,21.6,3
2010-07-29,19.6,11.8,0.2,14.7,51
2010-07-30,20.0,11.7,1.5,21.7,53
2010-07-31,19.5,15.5,0.0,20.7,3
2010-08-01,19.3,14.3,0.4,14.4,51
2010-08-02,20.1,13.9,0.4,11.5,51
2010-08-03,20.0,10.8,0.9,19.6,51
2010-08-04,18.2,13.4,11.0,17.4,63
2010-08-05,18.7,10.9,0.1,17.5,51
2010-08-06,19.9,12.8,3.1,24.3,55
2010-08-07,19.9,15.2,0.1,16.1,51
2010-08-08,19.6,12.5,0.0,13.3,3
2010-08-09,19.6,11.4,1.1,23.2,51
2010-08-10,18.3,13.8,4.9,18.9,61
2010-08-11,19.4,10.7,0.1,13.1,51
2010-08-12,18.1,11.6,0.1,17.1,51
2010-08-13,18.6,10.7,0.8,19.7,53
2010-08-14,18.0,13.3,8.5,18.8,63
2010-08-15,21.2,12.5,0.0,22.7,3
2010-08-16,22.5,12.6,0.0,17.1,3
2010-08-17,20.1,15.3,0.7,21.0,51
2010-08-18,17.8,11.4,0.6,21.1,51
2010-08-19,18.0,12.2,12.7,24.7,61
2010-08-20,20.2,15.8,1.8,32.1,53
2010-08-21,21.7,17.6,5.5,24.2,61
2010-08-22,20.8,14.7,3.0,16.5,61
2010-08-23,18.8,13.6,16.9,27.5,63
2010-08-24,17.4,12.4,0.1,33.3,51
2010-08-25,15.1,12.1,22.7,20.7,63
2010-08-26,14.9,12.9,7.9,19.8,55
2010-08-27,16.6,11.8,1.2,21.1,51
2010-08-28,17.2,8.8,0.1,22.5,51
2010-08-29,16.4,10.7,0.0,26.2,3
2010-08-30,17.1,8.0,0.0,15.5,3
2010-08-31,18.1,7.5,0.0,9.2,3
2010-09-01,19.3,7.9,0.0,10.5,3
2010-09-02,20.4,8.3,0.0,12.4,3
2010-09-03,19.9,10.2,0.0,12.4,3
2010-09-04,20.0,10.7,0.2,16.4,51
2010-09-05,18.9,13.1,3.8,24.0,55
2010-09-06,18.0,13.8,13.9,28.2,63
2010-09-07,17.8,11.3,5.3,18.4,63
2010-09-08,18.5,11.3,0.0,13.0,3
2010-09-09,18.4,12.0,0.0,18.2,3
2010-09-10,19.3,13.8,0.0,26.7,3
2010-09-11,19.1,13.6,2.7,26.1,55
2010-09-12,17.4,10.6,0.0,15.6,3
2010-09-13,16.5,11.5,1.3,28.0,51
2010-09-14,17.6,13.5,0.5,31.3,51
2010-09-15,15.8,10.2,0.0,30.2,3
2010-09-16,16.0,10.2,0.3,17.6,51
2010-09-17,15.2,7.8,0.0,15.6,3
2010-09-18,15.0,5.7,0.7,14.5,53
2010-09-19,16.5,10.9,0.9,26.0,53
2010-09-20,18.0,12.7,0.6,22.9,51
2010-09-21,18.8,10.0,0.0,11.9,3
2010-09-22,19.8,11.8,0.0,22.8,3
2010-09-23,16.8,12.3,11.2,22.3,61
2010-09-24,13.0,9.6,0.0,24.6,3
2010-09-25,12.6,6.0,0.0,18.1,3
2010-09-26,13.8,5.9,0.0,19.6,3
2010-09-27,13.7,9.9,0.0,15.9,3
2010-09-28,17.3,12.5,0.8,16.2,51
2010-09-29,15.0,9.6,10.2,22.0,61
2010-09-30,15.4,6.7,0.7,17.1,53
2010-10-01,15.4,11.3,22.2,31.7,63
2010-10-02,15.7,8.5,2.4,18.1,53
2010-10-03,15.7,11.3,10.1,37.3,63
2010-10-04,16.1,7.6,0.0,19.6,3
2010-10-05,17.4,12.9,0.3,22.8,51
2010-10-06,15.8,11.8,5.3,22.9,61
2010-10-07,17.1,9.3,2.0,20.9,55
2010-10-08,20.1,13.5,0.2,21.5,51
2010-10-09,18.3,13.9,0.0,24.9,3
2010-10-10,18.9,12.0,0.2,23.2,51
2010-10-11,16.1,9.3,0.0,24.7,2
2010-10-12,12.7,8.0,0.0,19.9,3
2010-10-13,11.4,7.0,0.0,12.8,3
2010-10-14,10.3,6.1,0.0,12.0,3
2010-10-15,13.2,9.0,0.0,14.3,3
2010-10-16,12.0,6.4,0.2,20.3,51
2010-10-17,11.0,3.2,0.0,8.7,3
2010-10-18,13.4,7.1,0.0,18.4,3
2010-10-19,12.2,6.5,0.6,21.9,51
2010-10-20,9.3,2.4,0.0,15.9,2
2010-10-21,10.5,0.7,0.0,19.7,3
2010-10-22,12.4,5.9,0.0,19.9,3
2010-10-23,11.1,6.5,8.9,21.7,61
2010-10-24,9.3,2.9,0.0,17.2,3
2010-10-25,8.6,-0.7,0.0,11.6,3
2010-10-26,13.2,4.3,1.2,29.1,51
2010-10-27,14.5,10.9,1.1,28.0,51
2010-10-28,14.6,10.8,0.3,25.1,51
2010-10-29,14.7,10.1,0.7,33.8,51
2010-10-30,13.1,8.6,1.8,17.8,53
2010-10-31,13.0,8.2,0.9,17.5,51
2010-11-01,12.2,7.8,0.0,22.1,3
2010-11-02,13.9,11.1,0.0,31.8,3
2010-11-03,14.5,11.1,0.6,30.2,51
2010-11-04,15.1,13.7,0.2,31.9,51
2010-11-05,14.9,11.3,6.5,29.2,55
2010-11-06,11.1,5.8,1.9,11.2,53
2010-11-07,7.4,4.2,1.5,18.2,51
2010-11-08,10.0,5.0,9.0,35.1,61
2010-11-09,8.5,5.2,4.2,30.9,53
2010-11-10,6.5,1.6,0.0,23.9,2
2010-11-11,13.2,4.3,6.9,41.6,61
2010-11-12,11.4,9.8,3.1,39.7,55
2010-11-13,10.8,7.1,0.4,20.8,51
2010-11-14,8.1,3.9,1.7,10.8,53
2010-11-15,7.0,0.4,0.0,9.8,3
2010-11-16,7.6,1.3,0.0,22.7,3
2010-11-17,8.1,6.2,11.1,29.1,61
2010-11-18,10.3,5.6,1.6,15.8,53
2010-11-19,10.8,3.8,0.0,13.0,3
2010-11-20,8.4,5.7,3.2,17.7,53
2010-11-21,6.3,4.1,0.0,18.0,3
2010-11-22,7.1,2.9,0.0,19.6,3
2010-11-23,6.3,0.5,0.0,13.8,3
2010-11-24,5.1,-0.6,0.0,11.9,3
2010-11-25,2.9,-1.4,0.0,23.1,3
2010-11-26,3.3,-2.7,1.2,10.3,73
2010-11-27,2.0,-2.6,0.3,24.3,71
2010-11-28,0.0,-4.6,0.0,13.1,3
2010-11-29,1.6,-3.2,0.0,17.4,3
2010-11-30,1.8,-1.4,1.2,26.5,73
2010-12-01,0.7,-2.6,0.0,29.9,3
2010-12-02,1.0,-2.5,1.0,25.1,71
2010-12-03,2.0,-5.2,2.1,22.3,73
2010-12-04,4.6,1.1,3.9,20.5,71
2010-12-05,2.6,-1.5,0.0,8.7,3
2010-12-06,-1.2,-4.2,0.0,9.3,3
2010-12-07,-2.7,-4.9,0.0,15.2,3
2010-12-08,1.0,-3.6,0.0,19.1,3
2010-12-09,4.4,-3.6,0.0,10.5,1
2010-12-10,6.8,0.9,0.0,11.5,3
2010-12-11,6.7,-0.2,0.0,11.1,3
2010-12-12,4.0,-1.1,0.0,10.0,3
2010-12-13,2.6,-0.6,0.0,9.4,3
2010-12-14,3.9,-0.1,0.0,12.2,3
2010-12-15,5.0,1.1,0.0,14.7,3
2010-12-16,7.0,-1.7,1.9,26.7,71
2010-12-17,1.2,-3.7,0.2,16.2,71
2010-12-18,0.2,-3.9,0.6,13.5,73
2010-12-19,-1.4,-5.1,0.0,18.7,3
2010-12-20,-0.4,-5.9,6.3,19.4,73
2010-12-21,-0.5,-2.5,0.0,14.3,71
2010-12-22,0.1,-1.8,0.0,19.9,71
2010-12-23,0.2,-2.6,0.0,24.3,3
2010-12-24,-0.7,-5.7,0.0,20.5,3
2010-12-25,-2.1,-8.2,0.0,10.0,3
2010-12-26,1.7,-6.8,0.0,17.6,3
2010-12-27,3.8,1.9,4.8,21.5,71
2010-12-28,9.7,3.5,1.3,18.4,55
2010-12-29,8.6,6.3,0.0,7.7,3
2010-12-30,6.8,5.6,0.0,11.0,3
2010-12-31,5.6,3.9,0.0,11.1,3
2011-01-01,7.1,2.4,0.2,11.6,51
2011-01-02,4.4,0.3,0.9,13.3,51
2011-01-03,1.3,-0.2,0.5,10.0,71
2011-01-04,4.9,-2.4,0.0,19.5,3
2011-01-05,6.1,4.2,2.3,26.2,53
2011-01-06,4.2,-0.8,1.4,10.0,51
2011-01-07,9.7,1.5,8.8,23.4,73
2011-01-08,8.8,2.8,3.9,25.4,55
2011-01-09,6.3,0.5,0.0,21.3,2
2011-01-10,7.9,0.3,7.9,33.2,61
2011-01-11,7.9,3.6,6.5,21.9,61
2011-01-12,10.9,4.2,9.7,23.2,55
2011-01-13,11.4,10.6,5.0,26.9,55
2011-01-14,11.2,7.5,1.9,25.5,53
2011-01-15,11.2,7.5,0.7,31.8,51
2011-01-16,11.8,8.1,2.0,31.0,53
2011-01-17,8.1,5.3,4.3,12.3,53
2011-01-18,6.4,-0.3,3.5,15.0,55
2011-01-19,5.9,-1.4,0.0,10.5,3
2011-01-20,3.0,-2.0,0.0,10.9,3
2011-01-21,1.5,-3.1,0.0,13.5,3
2011-01-22,4.5,-2.8,0.0,21.2,3
2011-01-23,6.7,2.9,0.0,21.1,3
2011-01-24,6.8,2.8,0.0,18.5,3
2011-01-25,7.0,2.2,2.0,19.1,53
2011-01-26,5.7,3.5,0.1,23.8,51
2011-01-27,3.3,0.0,0.0,28.9,3
2011-01-28,1.0,-0.8,0.0,21.4,3
2011-01-29,0.7,-1.3,0.0,17.3,3
2011-01-30,2.8,-0.8,0.0,14.8,3
2011-01-31,1.8,-2.9,0.0,10.0,3
2011-02-01,9.5,0.4,0.8,15.2,53
2011-02-02,9.6,3.1,0.2,26.8,51
2011-02-03,8.7,3.3,0.1,38.6,51
2011-02-04,10.7,8.8,0.0,39.2,3
2011-02-05,11.4,10.4,0.0,38.4,3
2011-02-06,11.3,8.9,0.0,34.5,3
2011-02-07,11.1,4.7,0.1,37.1,51
2011-02-08,7.7,-1.4,0.0,17.2,3
2011-02-09,10.1,6.8,0.4,20.6,51
2011-02-10,10.3,7.9,4.0,18.6,53
2011-02-11,12.2,7.9,0.6,16.6,51
2011-02-12,8.9,5.1,0.0,19.1,3
2011-02-13,8.8,5.8,16.0,32.2,61
2011-02-14,6.8,2.7,0.3,23.0,51
2011-02-15,8.3,2.7,4.1,28.8,53
2011-02-16,8.9,2.0,0.0,18.8,3
2011-02-17,10.2,3.6,0.0,15.0,3
2011-02-18,8.3,4.0,0.0,21.4,3
2011-02-19,8.9,5.3,4.8,21.1,53
2011-02-20,7.2,3.9,0.0,14.0,3
2011-02-21,7.6,4.5,1.1,20.0,53
2011-02-22,9.7,5.7,1.1,13.1,51
2011-02-23,10.8,6.9,3.4,20.6,53
2011-02-24,11.1,8.2,0.0,18.4,3
2011-02-25,11.7,8.9,3.2,20.6,53
2011-02-26,10.2,5.0,6.6,27.2,55
2011-02-27,8.2,3.0,1.4,22.7,53
2011-02-28,6.6,2.3,0.2,25.9,51
2011-03-01,6.5,1.8,0.0,18.7,3
2011-03-02,7.3,1.6,0.0,18.7,3
2011-03-03,5.4,-0.3,0.0,20.1,3
2011-03-04,6.4,0.1,0.0,19.6,3
2011-03-05,6.4,-1.6,0.0,15.7,3
2011-03-06,5.7,1.7,0.0,18.8,3
2011-03-07,8.4,-1.3,0.0,12.4,2
2011-03-08,8.3,-2.7,0.0,19.5,3
2011-03-09,9.3,4.2,0.3,26.0,51
2011-03-10,10.7,6.6,2.0,36.1,53
2011-03-11,10.6,3.6,0.3,19.1,51
2011-03-12,11.9,6.3,0.0,18.9,3
2011-03-13,9.5,2.8,1.6,14.8,51
2011-03-14,10.8,-1.6,0.0,17.8,3
2011-03-15,14.9,6.6,0.0,19.1,3
2011-03-16,12.0,7.2,0.0,19.4,3
2011-03-17,12.0,6.7,0.1,14.0,51
2011-03-18,8.1,2.9,3.5,14.1,53
2011-03-19,10.8,0.4,0.0,9.2,3
2011-03-20,11.3,3.9,0.0,15.8,3
2011-03-21,11.7,7.2,0.0,9.0,3
2011-03-22,14.0,4.9,0.0,9.4,3
2011-03-23,15.7,5.7,0.0,12.3,3
2011-03-24,16.3,4.1,0.0,12.8,3
2011-03-25,16.0,1.9,0.0,8.0,1
2011-03-26,15.4,5.4,1.1,12.0,53
2011-03-27,12.7,6.0,0.0,13.9,3
2011-03-28,13.4,6.8,0.0,10.8,3
2011-03-29,13.8,5.3,3.1,11.9,55
2011-03-30,12.2,8.1,1.0,27.4,53
2011-03-31,14.8,9.2,2.2,35.4,53
2011-04-01,14.8,11.1,0.0,27.0,3
2011-04-02,13.6,7.3,0.0,25.3,3
2011-04-03,12.8,6.3,2.3,19.6,61
2011-04-04,12.1,5.1,0.0,30.4,3
2011-04-05,13.4,9.2,1.5,25.8,51
2011-04-06,18.3,9.9,0.0,19.4,3
2011-04-07,18.7,7.5,0.0,12.2,3
2011-04-08,17.7,6.8,0.0,9.8,3
2011-04-09,18.3,7.9,0.0,16.8,3
2011-04-10,17.9,5.9,0.0,11.2,3
2011-04-11,15.2,7.5,0.1,24.2,51
2011-04-12,12.1,4.5,0.0,17.7,3
2011-04-13,10.4,5.1,1.0,23.1,51
2011-04-14,13.0,7.5,0.9,15.6,51
2011-04-15,14.1,7.9,0.0,12.2,3
2011-04-16,14.9,7.5,0.1,6.9,51
2011-04-17,17.2,7.8,0.0,11.2,3
2011-04-18,16.8,7.6,0.0,17.9,3
2011-04-19,20.1,7.4,0.0,13.1,3
2011-04-20,21.1,8.3,0.0,12.7,3
2011-04-21,22.6,9.0,0.0,12.9,2
2011-04-22,22.5,9.7,0.5,13.6,51
2011-04-23,22.9,11.0,0.5,13.4,53
2011-04-24,19.9,9.7,0.0,17.3,3
2011-04-25,18.8,11.0,0.0,19.1,3
2011-04-26,16.5,8.4,0.5,21.7,51
2011-04-27,15.9,7.3,0.6,17.6,51
2011-04-28,16.6,4.5,0.0,20.1,3
2011-04-29,18.0,8.6,1.5,22.9,53
2011-04-30,20.2,10.7,1.4,27.4,53
2011-05-01,19.4,11.0,0.0,29.9,3
2011-05-02,16.6,8.5,0.0,30.4,3
2011-05-03,15.0,5.9,0.0,22.5,3
2011-05-04,16.7,4.2,0.0,17.5,3
2011-05-05,17.6,9.4,0.0,22.2,3
2011-05-06,21.1,11.7,4.0,20.5,61
2011-05-07,19.0,13.5,18.3,24.6,61
2011-05-08,16.4,12.0,5.5,28.2,55
2011-05-09,16.1,10.6,3.3,24.8,61
2011-05-10,16.4,10.1,0.1,20.7,51
2011-05-11,15.8,9.9,0.1,20.1,51
2011-05-12,15.0,8.5,0.0,23.1,2
2011-05-13,14.5,6.4,0.2,20.4,51
2011-05-14,14.7,6.2,0.8,23.3,51
2011-05-15,14.3,6.9,0.0,24.2,3
2011-05-16,15.1,10.1,0.0,27.2,3
2011-05-17,14.8,10.2,0.2,21.7,51
2011-05-18,14.8,10.2,0.1,23.2,51
2011-05-19,15.6,6.6,0.0,15.1,3
2011-05-20,15.4,7.4,0.2,21.7,51
2011-05-21,16.0,7.8,0.0,23.9,3
2011-05-22,15.1,10.3,1.1,37.0,53
2011-05-23,16.2,9.9,0.8,38.3,51
2011-05-24,14.9,8.8,0.0,25.3,3
2011-05-25,16.8,6.0,0.0,23.7,3
2011-05-26,15.9,9.6,4.7,31.3,61
2011-05-27,14.3,8.7,0.0,19.4,3
2011-05-28,14.7,9.7,0.0,29.5,3
2011-05-29,15.8,11.8,0.0,30.6,3
2011-05-30,13.4,9.1,9.6,17.7,61
2011-05-31,15.3,6.3,0.7,19.4,51
2011-06-01,16.1,7.8,0.1,16.9,51
2011-06-02,22.5,9.2,0.0,14.8,3
2011-06-03,22.8,11.7,0.0,21.4,0
2011-06-04,21.0,11.3,0.6,25.0,53
2011-06-05,16.0,11.3,4.6,22.8,53
2011-06-06,17.0,10.3,0.1,15.5,51
2011-06-07,15.1,7.7,0.6,22.9,51
2011-06-08,15.0,9.9,0.2,28.9,51
2011-06-09,15.3,8.9,0.0,18.0,3
2011-06-10,14.9,7.7,4.7,14.6,61
2011-06-11,15.2,6.6,0.7,16.0,51
2011-06-12,15.1,6.9,15.7,30.7,61
2011-06-13,17.3,12.7,0.0,23.0,3
2011-06-14,19.7,9.5,0.0,16.1,3
2011-06-15,18.3,13.3,1.2,21.1,51
2011-06-16,15.8,10.7,2.5,23.9,53
2011-06-17,15.4,10.3,3.7,25.9,53
2011-06-18,15.6,10.4,1.8,28.3,53
2011-06-19,15.6,10.4,0.0,22.1,3
2011-06-20,18.6,8.1,0.7,20.7,51
2011-06-21,17.9,13.6,1.3,26.3,51
2011-06-22,16.6,12.6,2.1,22.5,53
2011-06-23,16.0,10.6,0.2,22.4,51
2011-06-24,15.7,9.5,4.3,20.3,53
2011-06-25,18.1,12.4,0.3,31.3,51
2011-06-26,24.9,14.6,0.0,16.6,3
2011-06-27,25.3,15.6,0.5,20.1,51
2011-06-28,19.8,13.4,0.2,17.0,51
2011-06-29,17.0,10.4,0.0,18.5,2
2011-06-30,17.1,8.5,0.1,14.9,51
2011-07-01,17.5,8.5,0.0,9.4,3
2011-07-02,20.1,11.9,0.0,8.0,3
2011-07-03,21.3,12.7,0.0,8.3,3
2011-07-04,23.0,14.4,0.0,17.0,3
2011-07-05,19.6,13.5,1.1,19.7,51
2011-07-06,17.9,12.2,4.5,30.4,55
2011-07-07,17.9,12.3,5.7,26.7,61
2011-07-08,17.9,11.7,14.7,27.0,63
